linha,codigo_linha,circular,sentido,letreiro_ida,letreiro_volta,id_veiculo,acessivel,latitude,longitude,data_hora
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.542265,-46.6357135,2019-04-22T14:27:23.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.4742495,-46.669781,2019-04-22T14:27:23.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.4748125,-46.6700675,2019-04-22T14:27:23.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.4742495,-46.669781,2019-04-22T14:27:23.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.53814075,-46.64135,2019-04-22T14:27:49.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.522620125,-46.6599845,2019-04-22T14:27:52.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.5040665,-46.672595,2019-04-22T14:27:46.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.48529975,-46.674761875,2019-04-22T14:27:20.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.434063,-46.751199,2019-04-22T14:31:43.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.515158,-46.6970135,2019-04-22T14:31:25.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.454947,-46.7392545,2019-04-22T14:31:33.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.52316425,-46.653400500000004,2019-04-22T14:31:59.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.48881075,-46.71120475,2019-04-22T14:32:02.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.438696,-46.750499500000004,2019-04-22T14:27:21.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.482439,-46.673339999999996,2019-04-22T14:31:17.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.522728999999998,-46.6584375,2019-04-22T14:31:48.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.505539249999998,-46.6699715,2019-04-22T14:31:37.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.4805615,-46.673156,2019-04-22T14:31:26.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.540177,-46.63742625,2019-04-22T14:31:52.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.4742495,-46.669781,2019-04-22T14:31:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.4749005,-46.670119,2019-04-22T14:32:00.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.4742495,-46.669781,2019-04-22T14:31:53.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.543026250000004,-46.6374925,2019-04-22T14:31:45.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.5246375,-46.649729750000006,2019-04-22T14:32:00.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.50677625,-46.6687965,2019-04-22T14:31:32.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.4939835,-46.6784435,2019-04-22T14:31:50.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.433892999999998,-46.751178,2019-04-22T14:35:28.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.5017425,-46.706277,2019-04-22T14:35:56.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.454822749999998,-46.74858474999999,2019-04-22T14:35:17.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.530013,-46.64725849999999,2019-04-22T14:35:41.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.501449,-46.70663075,2019-04-22T14:36:01.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.4741955,-46.6696295,2019-04-22T14:35:47.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.5207995,-46.6678595,2019-04-22T14:35:33.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.50497125,-46.67291575,2019-04-22T14:35:23.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.4742495,-46.669781,2019-04-22T14:35:56.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.539666875,-46.640035125000004,2019-04-22T14:35:39.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.4742495,-46.669781,2019-04-22T14:35:38.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.4742495,-46.669781,2019-04-22T14:35:39.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.5429035,-46.636326499999996,2019-04-22T14:35:21.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.532753,-46.6451645,2019-04-22T14:36:00.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.51950975,-46.667480250000004,2019-04-22T14:36:02.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.5029045,-46.672439,2019-04-22T14:35:36.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.47480625,-46.66819687499999,2019-04-22T14:35:52.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.434063,-46.751199,2019-04-22T14:39:58.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.494094,-46.7089495,2019-04-22T14:39:42.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.445856499999998,-46.7476805,2019-04-22T14:39:48.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.536697875,-46.642337999999995,2019-04-22T14:39:57.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.5138965,-46.70264400000001,2019-04-22T14:40:00.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.455043500000002,-46.747198499999996,2019-04-22T14:39:22.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.4741955,-46.6696295,2019-04-22T14:39:32.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.507602,-46.6660275,2019-04-22T14:39:19.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.5009845,-46.6735695,2019-04-22T14:39:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.4742495,-46.669781,2019-04-22T14:39:42.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.532683875,-46.645061125,2019-04-22T14:39:58.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.4742495,-46.669781,2019-04-22T14:39:24.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.474438499999998,-46.669928999999996,2019-04-22T14:39:24.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.5429035,-46.636326499999996,2019-04-22T14:39:50.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.5384825,-46.641104,2019-04-22T14:39:53.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.522620125,-46.6599845,2019-04-22T14:39:48.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.5072215,-46.6709805,2019-04-22T14:39:21.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.482777750000004,-46.673474999999996,2019-04-22T14:39:37.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.433892999999998,-46.751178,2019-04-22T14:43:44.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.4881885,-46.71338,2019-04-22T14:43:26.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.443662250000003,-46.74344325,2019-04-22T14:43:33.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.542602000000002,-46.637846499999995,2019-04-22T14:44:00.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.515444,-46.6914695,2019-04-22T14:44:00.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.452459,-46.7361325,2019-04-22T14:43:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.4742495,-46.669781,2019-04-22T14:43:18.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.505442,-46.672629,2019-04-22T14:43:49.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.5410645,-46.635867,2019-04-22T14:43:36.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.4964965,-46.67672825,2019-04-22T14:43:37.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.4742495,-46.669781,2019-04-22T14:43:27.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.523695250000003,-46.650089,2019-04-22T14:43:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.4742495,-46.669781,2019-04-22T14:43:54.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.542929,-46.636521,2019-04-22T14:43:39.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.52310275,-46.650748875,2019-04-22T14:43:33.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.515614499999998,-46.666878,2019-04-22T14:43:52.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.489724000000002,-46.675415,2019-04-22T14:42:38.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11519,true,-23.474276500000002,-46.668260875,2019-04-22T14:43:54.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.434063,-46.751199,2019-04-22T14:47:29.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.478229,-46.719432,2019-04-22T14:47:56.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.438629249999998,-46.7490245,2019-04-22T14:45:34.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.5429035,-46.636326499999996,2019-04-22T14:47:38.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.519424,-46.674672,2019-04-22T14:47:30.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.449748999999997,-46.729976,2019-04-22T14:47:38.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.4742495,-46.669781,2019-04-22T14:47:48.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.501282500000002,-46.6734955,2019-04-22T14:47:35.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.540321000000002,-46.637654749999996,2019-04-22T14:47:21.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.486741000000002,-46.675431125,2019-04-22T14:47:22.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11514,true,-23.474427,-46.669637,2019-04-22T14:47:56.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.4742495,-46.669781,2019-04-22T14:47:57.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.5219538125,-46.663431812499994,2019-04-22T14:47:42.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.475020999999998,-46.670199,2019-04-22T14:47:39.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.533476999999998,-46.644630500000005,2019-04-22T14:48:00.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.5218225,-46.665189250000005,2019-04-22T14:47:37.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.489724000000002,-46.675415,2019-04-22T14:42:38.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11519,true,-23.4790995,-46.672394499999996,2019-04-22T14:47:40.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.434122,-46.751179,2019-04-22T14:51:58.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.4662515,-46.723487,2019-04-22T14:51:43.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.438629249999998,-46.7490245,2019-04-22T14:45:34.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.542398,-46.6359305,2019-04-22T14:51:23.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.52212025,-46.6632365,2019-04-22T14:51:16.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.4473105,-46.722139999999996,2019-04-22T14:51:23.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.4742495,-46.669781,2019-04-22T14:51:33.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.4935405,-46.6777895,2019-04-22T14:51:20.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.5371285,-46.641882875,2019-04-22T14:51:51.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.480232,-46.673171499999995,2019-04-22T14:51:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11514,true,-23.542265,-46.6357135,2019-04-22T14:51:54.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.4742495,-46.669781,2019-04-22T14:51:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.5089015,-46.6654675,2019-04-22T14:51:56.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.54017875,-46.639879,2019-04-22T14:51:48.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.52296525,-46.657776375,2019-04-22T14:51:22.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11515,true,-23.474427,-46.669637,2019-04-22T14:51:25.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11519,true,-23.487189,-46.675648625,2019-04-22T14:51:26.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11393,true,-23.539666875,-46.640035125000004,2019-04-22T14:55:55.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.434122,-46.751179,2019-04-22T14:55:45.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.457051,-46.7198655,2019-04-22T14:54:35.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.4342775,-46.751087,2019-04-22T14:55:39.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.52316425,-46.653400500000004,2019-04-22T14:56:00.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.4577855,-46.7191595,2019-04-22T14:55:54.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.474438499999998,-46.669928999999996,2019-04-22T14:55:19.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.4816935,-46.6731125,2019-04-22T14:55:50.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.527921999999997,-46.64811975,2019-04-22T14:55:50.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.4742495,-46.669781,2019-04-22T14:55:38.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11514,true,-23.540488500000002,-46.637906375,2019-04-22T14:55:40.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.474438499999998,-46.669928999999996,2019-04-22T14:55:28.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.50552975,-46.670390499999996,2019-04-22T14:55:54.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.5429035,-46.636326499999996,2019-04-22T14:55:33.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.5246375,-46.649729750000006,2019-04-22T14:55:52.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11515,true,-23.476771499999998,-46.67083575,2019-04-22T14:55:55.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.5148335,-46.666761,2019-04-22T14:55:24.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11519,true,-23.497023,-46.676190500000004,2019-04-22T14:55:56.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11393,true,-23.532683875,-46.645061125,2019-04-22T14:59:39.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.447171249999997,-46.724278749999996,2019-04-22T14:59:19.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.4342775,-46.751087,2019-04-22T14:59:24.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11390,true,-23.433740999999998,-46.7510985,2019-04-22T14:59:30.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.5246375,-46.649729750000006,2019-04-22T14:59:38.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.473429000000003,-46.7257305,2019-04-22T14:59:58.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.4742495,-46.669781,2019-04-22T14:59:49.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.4742495,-46.669781,2019-04-22T14:59:36.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.522861,-46.65757549999999,2019-04-22T14:59:50.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.4742495,-46.669781,2019-04-22T14:59:23.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11514,true,-23.539666875,-46.640035125000004,2019-04-22T14:59:44.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.4742495,-46.669781,2019-04-22T14:59:58.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.5035025,-46.672314,2019-04-22T14:59:41.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.542668,-46.636003,2019-04-22T14:59:18.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.531673,-46.645976,2019-04-22T14:59:38.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11515,true,-23.487872000000003,-46.6758415,2019-04-22T14:59:40.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.5218225,-46.665189250000005,2019-04-22T14:59:54.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11519,true,-23.5029045,-46.672439,2019-04-22T14:59:41.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11393,true,-23.522982250000002,-46.6518935,2019-04-22T15:03:54.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.45001375,-46.73032825,2019-04-22T15:03:48.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.4342775,-46.751087,2019-04-22T15:03:56.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11390,true,-23.435277499999998,-46.7530775,2019-04-22T15:03:50.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.533476999999998,-46.644630500000005,2019-04-22T15:04:01.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.4825005,-46.7175965,2019-04-22T15:03:45.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.4742495,-46.669781,2019-04-22T15:03:34.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.4742495,-46.669781,2019-04-22T15:03:21.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.520143,-46.667383875,2019-04-22T15:03:56.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.4742495,-46.669781,2019-04-22T15:03:55.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11514,true,-23.532683875,-46.645061125,2019-04-22T15:03:55.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11510,true,-23.540716500000002,-46.6364335,2019-04-22T15:03:50.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11491,true,-23.4742495,-46.669781,2019-04-22T15:03:44.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.49861,-46.675298999999995,2019-04-22T15:03:25.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.5393285,-46.640515625,2019-04-22T15:03:24.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11515,true,-23.498789000000002,-46.6751945,2019-04-22T15:03:26.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.5231985,-46.654340000000005,2019-04-22T15:03:36.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11519,true,-23.507157,-46.67135975000001,2019-04-22T15:03:27.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11393,true,-23.5219538125,-46.663431812499994,2019-04-22T15:07:54.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11392,true,-23.452478999999997,-46.736386499999995,2019-04-22T15:07:33.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11391,true,-23.4342775,-46.751087,2019-04-22T15:07:40.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11390,true,-23.437988500000003,-46.7519805,2019-04-22T15:04:43.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.538819500000002,-46.640874000000004,2019-04-22T15:07:48.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11386,true,-23.4893875,-46.7104885,2019-04-22T15:07:55.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.4742495,-46.669781,2019-04-22T15:07:20.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11513,true,-23.4742495,-46.669781,2019-04-22T15:07:51.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11398,true,-23.507376999999998,-46.6661685,2019-04-22T15:07:41.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11512,true,-23.4742495,-46.669781,2019-04-22T15:07:40.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11514,true,-23.523695250000003,-46.650089,2019-04-22T15:07:49.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11510,true,-23.541061499999998,-46.638730625,2019-04-22T15:07:35.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.48556725,-46.674881625000005,2019-04-22T15:07:55.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11491,true,-23.474238500000002,-46.668807375,2019-04-22T15:07:30.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.542929,-46.636521,2019-04-22T15:07:53.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11515,true,-23.5069385,-46.672373,2019-04-22T15:07:56.000Z
