linha,codigo_linha,circular,sentido,letreiro_ida,letreiro_volta,id_veiculo,acessivel,latitude,longitude,data_hora
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.4950115,-46.67752350000001,2019-04-22T09:35:40.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.5020625,-46.673136,2019-04-22T09:35:41.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.474238500000002,-46.668807375,2019-04-22T09:35:42.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11515,true,-23.5428785,-46.6361965,2019-04-22T09:35:58.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.533041125,-46.644789875,2019-04-22T09:39:32.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11386,true,-23.4564795,-46.72054,2019-04-22T09:39:35.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.4348485,-46.7529045,2019-04-22T09:39:26.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11392,true,-23.467529,-46.724479,2019-04-22T09:39:59.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11391,true,-23.5153795,-46.694528000000005,2019-04-22T09:39:54.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11510,true,-23.474981,-46.67017,2019-04-22T09:39:33.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.489724000000002,-46.675415,2019-04-22T09:39:34.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.474438499999998,-46.669928999999996,2019-04-22T09:39:44.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.5225335,-46.659642,2019-04-22T09:39:48.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.4748125,-46.6700675,2019-04-22T09:39:44.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11511,true,-23.538819500000002,-46.640874000000004,2019-04-22T09:39:53.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11374,true,-23.50677625,-46.6687965,2019-04-22T09:39:55.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11679,true,-23.542891,-46.637704,2019-04-22T09:39:56.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.489389,-46.6754275,2019-04-22T09:39:21.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11372,true,-23.530625,-46.646780500000006,2019-04-22T09:39:07.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.5029045,-46.672439,2019-04-22T09:39:26.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.5069385,-46.672373,2019-04-22T09:39:26.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.480902,-46.6731345,2019-04-22T09:39:28.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11500,true,-23.474427,-46.669637,2019-04-22T09:39:35.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11515,true,-23.5429035,-46.636326499999996,2019-04-22T09:39:43.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.523036375,-46.653642875,2019-04-22T09:44:03.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11386,true,-23.447533,-46.722062,2019-04-22T09:43:19.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.445842,-46.747556,2019-04-22T09:43:59.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.441662,-46.745112750000004,2019-04-22T09:43:55.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11392,true,-23.477838499999997,-46.721008,2019-04-22T09:43:49.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11391,true,-23.516512000000002,-46.68517075,2019-04-22T09:43:35.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.4805615,-46.673156,2019-04-22T09:44:04.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.4754805,-46.670747,2019-04-22T09:44:02.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.4742495,-46.669781,2019-04-22T09:43:29.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.5410645,-46.635867,2019-04-22T09:43:54.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.519539,-46.667299375,2019-04-22T09:43:27.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.4742495,-46.669781,2019-04-22T09:43:29.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.476582,-46.6723705,2019-04-22T09:43:34.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11511,true,-23.5429635,-46.636864,2019-04-22T09:43:53.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11374,true,-23.520419500000003,-46.667667,2019-04-22T09:43:50.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11679,true,-23.5429035,-46.636326499999996,2019-04-22T09:43:42.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.499826,-46.67487199999999,2019-04-22T09:43:52.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11372,true,-23.5391015,-46.640677875,2019-04-22T09:43:52.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.506715,-46.6690395,2019-04-22T09:43:57.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.51376625,-46.66660375,2019-04-22T09:43:57.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.49142775,-46.676272999999995,2019-04-22T09:43:58.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.474427,-46.669637,2019-04-22T09:44:03.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11500,true,-23.4787825,-46.6721575,2019-04-22T09:43:16.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.5219538125,-46.663431812499994,2019-04-22T09:47:57.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11386,true,-23.450701000000002,-46.728078499999995,2019-04-22T09:47:51.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.43862125,-46.75131825,2019-04-22T09:47:44.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.4456195,-46.745394000000005,2019-04-22T09:47:42.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11392,true,-23.481834499999998,-46.717946,2019-04-22T09:47:33.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11391,true,-23.519424,-46.674672,2019-04-22T09:47:21.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11679,true,-23.539889,-46.63696924999999,2019-04-22T09:47:56.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.47522,-46.670398,2019-04-22T09:47:49.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.4742495,-46.669781,2019-04-22T09:47:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11516,true,-23.4749005,-46.670119,2019-04-22T09:47:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.540442,-46.639426375,2019-04-22T09:47:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.506738,-46.6665365,2019-04-22T09:47:58.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.4742495,-46.669781,2019-04-22T09:47:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.4742495,-46.669781,2019-04-22T09:47:52.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11511,true,-23.542668,-46.636003,2019-04-22T09:47:24.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11374,true,-23.522620125,-46.6599845,2019-04-22T09:47:26.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.506884499999998,-46.6726815,2019-04-22T09:47:37.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11372,true,-23.5428785,-46.6361965,2019-04-22T09:47:38.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.5203305,-46.6676,2019-04-22T09:47:57.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.52239625,-46.66143925,2019-04-22T09:47:43.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.501577,-46.673413499999995,2019-04-22T09:47:43.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.477309500000004,-46.67118275,2019-04-22T09:47:49.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11500,true,-23.48529975,-46.674761875,2019-04-22T09:47:47.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11393,true,-23.434691,-46.752226500000006,2019-04-22T09:51:45.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.518338,-46.677887,2019-04-22T09:52:00.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11386,true,-23.448806,-46.7347745,2019-04-22T09:51:36.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.449680999999998,-46.7499275,2019-04-22T09:51:28.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11392,true,-23.489645,-46.710442,2019-04-22T09:52:01.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11391,true,-23.52239625,-46.66143925,2019-04-22T09:51:51.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.541742999999997,-46.635877,2019-04-22T09:51:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11679,true,-23.532683875,-46.645061125,2019-04-22T09:52:02.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11372,true,-23.539872000000003,-46.639878625,2019-04-22T09:51:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.4742495,-46.669781,2019-04-22T09:51:35.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.4742495,-46.669781,2019-04-22T09:51:38.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.5371285,-46.641882875,2019-04-22T09:51:44.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.50524975,-46.67300725,2019-04-22T09:51:43.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.4749005,-46.670119,2019-04-22T09:51:45.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.474438499999998,-46.669928999999996,2019-04-22T09:51:37.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11374,true,-23.52310275,-46.650748875,2019-04-22T09:51:56.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.508198125,-46.666417,2019-04-22T09:51:58.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.522620125,-46.6599845,2019-04-22T09:51:27.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.52316425,-46.653400500000004,2019-04-22T09:51:59.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.5069385,-46.672373,2019-04-22T09:51:27.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.482777750000004,-46.673474999999996,2019-04-22T09:51:35.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11500,true,-23.4938,-46.678596,2019-04-22T09:51:32.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11516,true,-23.476004,-46.669909000000004,2019-04-22T09:51:46.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11393,true,-23.433740999999998,-46.7510985,2019-04-22T09:55:15.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.5151395,-46.6895795,2019-04-22T09:55:51.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11386,true,-23.4549035,-46.7398,2019-04-22T09:55:21.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.4546235,-46.7441885,2019-04-22T09:55:57.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11392,true,-23.497681,-46.707171,2019-04-22T09:55:55.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11391,true,-23.523237125,-46.65638787499999,2019-04-22T09:55:36.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.5373935,-46.641713625,2019-04-22T09:55:39.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11372,true,-23.53770375,-46.641499249999995,2019-04-22T09:55:53.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.4742495,-46.669781,2019-04-22T09:55:20.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.4742495,-46.669781,2019-04-22T09:55:23.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.52677825,-46.648396749999996,2019-04-22T09:55:30.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.501577,-46.673413499999995,2019-04-22T09:55:29.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11517,true,-23.4749005,-46.670119,2019-04-22T09:55:30.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.4742495,-46.669781,2019-04-22T09:55:22.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11374,true,-23.531315000000003,-46.64625,2019-04-22T09:55:42.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.51922,-46.667441,2019-04-22T09:55:53.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.5244265,-46.64985525,2019-04-22T09:55:57.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.530319000000002,-46.6470195,2019-04-22T09:55:58.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.510908,-46.6661825,2019-04-22T09:56:00.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.492321,-46.677629,2019-04-22T09:55:19.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11500,true,-23.499674499999998,-46.675005,2019-04-22T09:55:16.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11516,true,-23.4838035,-46.673826,2019-04-22T09:55:30.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.514658500000003,-46.6995785,2019-04-22T10:00:00.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11386,true,-23.454822749999998,-46.74858474999999,2019-04-22T09:59:51.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.434973,-46.751307999999995,2019-04-22T09:59:45.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.453202249999997,-46.73723175,2019-04-22T09:59:43.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11392,true,-23.505316,-46.706296,2019-04-22T09:59:30.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11391,true,-23.530013,-46.64725849999999,2019-04-22T09:59:39.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.530237,-46.646893750000004,2019-04-22T09:59:55.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11372,true,-23.53770375,-46.641499249999995,2019-04-22T09:59:39.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11321,true,-23.4749005,-46.670119,2019-04-22T09:59:50.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.475099999999998,-46.6702795,2019-04-22T09:59:54.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.522728999999998,-46.6584375,2019-04-22T10:00:00.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.497221500000002,-46.676175,2019-04-22T09:59:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.4742495,-46.669781,2019-04-22T09:59:54.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11374,true,-23.5393285,-46.640515625,2019-04-22T09:59:38.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.522620125,-46.6599845,2019-04-22T09:59:37.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.5347988125,-46.643646937499994,2019-04-22T09:59:46.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.538819500000002,-46.640874000000004,2019-04-22T09:59:43.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.522620125,-46.6599845,2019-04-22T09:59:45.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.499826,-46.67487199999999,2019-04-22T09:59:51.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11500,true,-23.5069385,-46.672373,2019-04-22T09:59:47.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11516,true,-23.493650000000002,-46.678715499999996,2019-04-22T09:59:15.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.476300000000002,-46.670337,2019-04-22T10:00:00.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.501092749999998,-46.7063585,2019-04-22T10:03:59.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11386,true,-23.4464295,-46.747979,2019-04-22T10:03:36.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.437988500000003,-46.7519805,2019-04-22T10:02:46.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.4488405,-46.7338135,2019-04-22T10:03:28.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11392,true,-23.51374175,-46.702937000000006,2019-04-22T10:04:01.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11391,true,-23.537489125,-46.641828000000004,2019-04-22T10:03:52.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.523026625,-46.65331412500001,2019-04-22T10:03:54.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11372,true,-23.523207250000002,-46.6503615,2019-04-22T10:03:44.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11518,true,-23.4749005,-46.670119,2019-04-22T10:03:39.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.521440249999998,-46.666835,2019-04-22T10:03:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.4889335,-46.67573,2019-04-22T10:03:44.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.474438499999998,-46.669928999999996,2019-04-22T10:03:38.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11374,true,-23.5429035,-46.636326499999996,2019-04-22T10:03:57.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.52311375,-46.651300375,2019-04-22T10:03:23.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.540798,-46.6393675,2019-04-22T10:03:27.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.542998500000003,-46.6376505,2019-04-22T10:03:50.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.52316425,-46.653400500000004,2019-04-22T10:03:30.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.50622625,-46.67333725,2019-04-22T10:03:36.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11500,true,-23.509625999999997,-46.665997000000004,2019-04-22T10:03:33.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11321,true,-23.4742575,-46.668534125,2019-04-22T10:03:36.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11516,true,-23.5019555,-46.673212,2019-04-22T10:03:46.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.4816935,-46.6731125,2019-04-22T10:03:46.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.491297875,-46.709861874999994,2019-04-22T10:07:54.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11386,true,-23.443666,-46.7445195,2019-04-22T10:07:22.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11393,true,-23.437988500000003,-46.7519805,2019-04-22T10:02:46.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.448057499999997,-46.727577125,2019-04-22T10:07:58.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11392,true,-23.515384250000004,-46.694900375,2019-04-22T10:07:47.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11391,true,-23.543026250000004,-46.6374925,2019-04-22T10:07:59.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11511,true,-23.521713,-46.665035,2019-04-22T10:07:41.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11515,true,-23.509753500000002,-46.6658945,2019-04-22T10:07:57.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11389,true,-23.4819405,-46.673107,2019-04-22T10:07:29.000Z
9500,33229,false,2,TERM. CACHOEIRINHA,PÇA. DO CORREIO,11519,true,-23.474438499999998,-46.669928999999996,2019-04-22T10:07:24.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11374,true,-23.5429035,-46.636326499999996,2019-04-22T10:07:43.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11513,true,-23.530319000000002,-46.6470195,2019-04-22T10:07:54.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11398,true,-23.5429035,-46.636326499999996,2019-04-22T10:07:58.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11512,true,-23.5428785,-46.6361965,2019-04-22T10:07:59.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11514,true,-23.530013,-46.64725849999999,2019-04-22T10:08:01.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11510,true,-23.509576,-46.665985,2019-04-22T10:07:20.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11500,true,-23.5219165,-46.66454825,2019-04-22T10:07:55.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11321,true,-23.476771499999998,-46.67083575,2019-04-22T10:07:22.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11518,true,-23.474202,-46.669375,2019-04-22T10:08:00.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11516,true,-23.506820249999997,-46.67302525,2019-04-22T10:07:31.000Z
9500,461,false,1,PÇA. DO CORREIO,TERM. CACHOEIRINHA,11517,true,-23.489389,-46.6754275,2019-04-22T10:07:31.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11390,true,-23.483108,-46.717211500000005,2019-04-22T10:12:01.000Z
8544,33198,false,2,CID. D'ABRIL 3ª GLEBA,PÇA. DO CORREIO,11386,true,-23.438696,-46.750499500000004,2019-04-22T10:11:52.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11330,true,-23.4516585,-46.719663499999996,2019-04-22T10:11:44.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11392,true,-23.516512000000002,-46.68517075,2019-04-22T10:11:32.000Z
8544,430,false,1,PÇA. DO CORREIO,CID. D'ABRIL 3ª GLEBA,11391,true,-23.542929,-46.636521,2019-04-22T10:11:23.000Z
